form_key,form_name,form_version,runtime_path,xml_path,label,field_class,canonical_question_id,source_semantic_id,source_question_id,mapping_status,role,dimensions,component_ids,json_type,type_source,type,xsd_source,xsd_sha256,source_version,published_coverage_eligible
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,ResearchTrainingPlan.TrainingActivities.attFile,PHS_Fellowship_Supplemental_8_0.ResearchTrainingPlan.TrainingActivities.attFile,att File,attachment,,concept:attachment:fellowship:training-activities,question:sha256:d240c0d2c2d8bf8678777bc094058f7909f7a5b2e87d60e804127dacd7d16f21,agent_proposed,,,attachment-content|semantic-domain-attachment,,xsd_declared_type,att:AttachedFileDataType,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,,PHS_Fellowship_Supplemental_8_0.ResearchTrainingPlan.TrainingActivities.attFile.FileLocation,PHSFellowshipSupplemental,technical_field,,source-question:question:sha256:95025c764871b526d58c1bb1219d92a6e4776a29194e55888a7d476b955e91cc,question:sha256:95025c764871b526d58c1bb1219d92a6e4776a29194e55888a7d476b955e91cc,agent_proposed,,,technical-metadata,object,normalized_source_type,,https://apply07.grants.gov/apply/system/schemas/Attachments-V1.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,,PHS_Fellowship_Supplemental_8_0.ResearchTrainingPlan.TrainingActivities.attFile.FileName,PHSFellowshipSupplemental,technical_field,,source-question:question:sha256:afd1baa78605379f975ef55a6684aa05c9756ea29cbbd6577cedeb1aa15b6218,question:sha256:afd1baa78605379f975ef55a6684aa05c9756ea29cbbd6577cedeb1aa15b6218,agent_proposed,,,technical-metadata,object,xsd_declared_type,glob:StringMin1Max255Type,https://apply07.grants.gov/apply/system/schemas/Attachments-V1.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,,PHS_Fellowship_Supplemental_8_0.ResearchTrainingPlan.TrainingActivities.attFile.HashValue,PHSFellowshipSupplemental,technical_field,,source-question:question:sha256:7e6710fd331fb7a3f5a8efeb18facf9fef0b6f2dc8c045e66b05136ebb16699a,question:sha256:7e6710fd331fb7a3f5a8efeb18facf9fef0b6f2dc8c045e66b05136ebb16699a,agent_proposed,,,technical-metadata,object,normalized_source_type,base64Binary,https://apply07.grants.gov/apply/system/schemas/Global-V1.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,,PHS_Fellowship_Supplemental_8_0.ResearchTrainingPlan.TrainingActivities.attFile.MimeType,PHSFellowshipSupplemental,technical_field,,source-question:question:sha256:daf269142286e4790d955a2d587ec719acb036ba7214504585920f221efc4e05,question:sha256:daf269142286e4790d955a2d587ec719acb036ba7214504585920f221efc4e05,agent_proposed,,,technical-metadata,object,xsd_declared_type,glob:StringMin1Max255Type,https://apply07.grants.gov/apply/system/schemas/Attachments-V1.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,ResearchTrainingPlan.TrainingInResponsibleConductOfResearch,PHS_Fellowship_Supplemental_8_0.ResearchTrainingPlan.TrainingInResponsibleConductOfResearch,TrainingInResponsibleConductOfResearch,technical_field,,source-question:question:sha256:909f54500b3591afb5ba9027171a4a4baac0a0b769280ad2a102700dfe3b6210,question:sha256:909f54500b3591afb5ba9027171a4a4baac0a0b769280ad2a102700dfe3b6210,agent_proposed,,,form-structure,object,normalized_source_type,FieldSet,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,ResearchTrainingPlan.TrainingInResponsibleConductOfResearch.attFile,PHS_Fellowship_Supplemental_8_0.ResearchTrainingPlan.TrainingInResponsibleConductOfResearch.attFile,att File,attachment,,concept:attachment:fellowship:responsible-conduct-training,question:sha256:e7b0b6219315e827902f3a3c3041afc848c657e1faaf94b6e1a7d95fe1aa4f97,agent_proposed,,,attachment-content|semantic-domain-attachment,,xsd_declared_type,att:AttachedFileDataType,https://apply07.grants.gov/apply/forms/schemas/PHS_Fellowship_Supplemental_8_0-V8.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,,PHS_Fellowship_Supplemental_8_0.ResearchTrainingPlan.TrainingInResponsibleConductOfResearch.attFile.FileLocation,PHSFellowshipSupplemental,technical_field,,source-question:question:sha256:bedac45d8670860e02778abfbc78efe49ea80c90798ea34bf5c3402f870625a6,question:sha256:bedac45d8670860e02778abfbc78efe49ea80c90798ea34bf5c3402f870625a6,agent_proposed,,,technical-metadata,object,normalized_source_type,,https://apply07.grants.gov/apply/system/schemas/Attachments-V1.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,,PHS_Fellowship_Supplemental_8_0.ResearchTrainingPlan.TrainingInResponsibleConductOfResearch.attFile.FileName,PHSFellowshipSupplemental,technical_field,,source-question:question:sha256:87c60c750c6a5683f182c52b70dabd2c18ace19a46d123ef838d7d473911d1e1,question:sha256:87c60c750c6a5683f182c52b70dabd2c18ace19a46d123ef838d7d473911d1e1,agent_proposed,,,technical-metadata,object,xsd_declared_type,glob:StringMin1Max255Type,https://apply07.grants.gov/apply/system/schemas/Attachments-V1.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,,PHS_Fellowship_Supplemental_8_0.ResearchTrainingPlan.TrainingInResponsibleConductOfResearch.attFile.HashValue,PHSFellowshipSupplemental,technical_field,,source-question:question:sha256:e2f57b0d702f0a9d420c7869fd67bdc30832d5d93a80e50c7560360eeb7eb9d3,question:sha256:e2f57b0d702f0a9d420c7869fd67bdc30832d5d93a80e50c7560360eeb7eb9d3,agent_proposed,,,technical-metadata,object,normalized_source_type,base64Binary,https://apply07.grants.gov/apply/system/schemas/Global-V1.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
PHSFellowshipSupplemental,[Draft] PHS Fellowship Supplemental Form,8.0,,PHS_Fellowship_Supplemental_8_0.ResearchTrainingPlan.TrainingInResponsibleConductOfResearch.attFile.MimeType,PHSFellowshipSupplemental,technical_field,,source-question:question:sha256:89fe149ba69b3ca17b729ca393af58ad2a898756eb7aa689e0ccac800bcad0cd,question:sha256:89fe149ba69b3ca17b729ca393af58ad2a898756eb7aa689e0ccac800bcad0cd,agent_proposed,,,technical-metadata,object,xsd_declared_type,glob:StringMin1Max255Type,https://apply07.grants.gov/apply/system/schemas/Attachments-V1.0.xsd,85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,sha256:85f8e33df4641c56f3b6b96108690f89d214de8b5c864b1d6bd1e6bf8c7cc7bc,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_justification_attachment,RR_Budget_3_0.BudgetJustificationAttachment,L. Budget Justification (Only attach one file.),question,concept:attachment:budget-narrative,concept:attachment:budget-narrative,question:sha256:ec3e5402d25b65f7947669e108b27e913d30f2012c6cb5678bfeabf65adb9013,agent_proposed,,,,,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_adp_computer_services,RR_Budget_3_0.BudgetSummary.CumulativeADPComputerServices,4. ADP/Computer Services,calculation,,,question:sha256:964913076f9a6b26dcc1c2711bdc3899b1a54aaf4861573acd4725bc2c4a4fa4,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_alterations_and_renovations,RR_Budget_3_0.BudgetSummary.CumulativeAlterationsAndRenovations,7. Alterations and Renovations,calculation,,,question:sha256:867bc24bb7f82d847f1727b8c6a5fdd40b3a13b3d8ef1f862676299eb180578c,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_consultant_services,RR_Budget_3_0.BudgetSummary.CumulativeConsultantServices,3. Consultant Services,calculation,,,question:sha256:91c436ff4dd98553348a0d115899ef7d6b1c72abc2d0e1496fac29d0a29468e3,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_domestic_travel_costs,RR_Budget_3_0.BudgetSummary.CumulativeDomesticTravelCosts,1. Domestic,calculation,,,question:sha256:27367b468b418eaa94b39a71508b6c8c5442b09413164d12cdac1d7e2bfe452f,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_equipment_facility_rental_fees,RR_Budget_3_0.BudgetSummary.CumulativeEquipmentFacilityRentalFees,6. Equipment or Facility Rental/User Fees,calculation,,,question:sha256:83792514222c3708a8bdf29bebfe86b507d4771db58e4d8888d844784e75adc0,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_fee,RR_Budget_3_0.BudgetSummary.CumulativeFee,"Section J, Fee",calculation,,,question:sha256:78f6f7db3800913dff39f6c9cd32c7a98480e6bfd5d849d1cfe7fc5acfb190f8,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_foreign_travel_costs,RR_Budget_3_0.BudgetSummary.CumulativeForeignTravelCosts,2. Foreign,calculation,,,question:sha256:00452722eab886308a28478a39298d3946f34890761b687e506b6ed3ed2999fd,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_material_and_supplies,RR_Budget_3_0.BudgetSummary.CumulativeMaterialAndSupplies,1. Materials and Supplies,calculation,,,question:sha256:ec34c6757d63b68e17bd9e517bc02df88912c48648dcbc5cea146271db8c3ba6,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_noof_trainees,RR_Budget_3_0.BudgetSummary.CumulativeNoofTrainees,6. Number of Participants/Trainees,calculation,,,question:sha256:fc543a22d22b7ccd65e9ddb91941493c2d60c921b1e0875e66e6bc51c47db77f,unmapped,,,,integer,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_other_10_direct_cost,RR_Budget_3_0.BudgetSummary.CumulativeOther10DirectCost,17. Other 10,calculation,,,question:sha256:5289ea92548f9bfa0db6538f9747acde46a61a55d19d5f8883c527112168ebec,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_other_1_direct_cost,RR_Budget_3_0.BudgetSummary.CumulativeOther1DirectCost,8. Other 1,calculation,,,question:sha256:4e99e1a48562264e37170a18d501238687818476207044fbed13670eaea4804f,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_other_2_direct_cost,RR_Budget_3_0.BudgetSummary.CumulativeOther2DirectCost,9. Other 2,calculation,,,question:sha256:31d20cd5e0e5395fbf3ac9a8d4d7587b540bf2d282443dee79eadd5436c486ac,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_other_3_direct_cost,RR_Budget_3_0.BudgetSummary.CumulativeOther3DirectCost,10. Other 3,calculation,,,question:sha256:6d59f5a7cdf6c295e281d7ab923a4844930f34b20941a87d4816bfd8ba03e3e9,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_other_4_direct_cost,RR_Budget_3_0.BudgetSummary.CumulativeOther4DirectCost,11. Other 4,calculation,,,question:sha256:d20cfe63ee21e3dd308f366aa2dae0daa829bf388536022b2dfb201463fe2801,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_other_5_direct_cost,RR_Budget_3_0.BudgetSummary.CumulativeOther5DirectCost,12. Other 5,calculation,,,question:sha256:b06d989c53ba18313da085153b08e59f471d94831e12118fd857ff6690bbbfdd,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_other_6_direct_cost,RR_Budget_3_0.BudgetSummary.CumulativeOther6DirectCost,13. Other 6,calculation,,,question:sha256:f2e7818030d65cd0ce6e3f23c65c8e20d3d0275be78e7efa27affaae946bc617,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_other_7_direct_cost,RR_Budget_3_0.BudgetSummary.CumulativeOther7DirectCost,14. Other 7,calculation,,,question:sha256:ab93eb401c211e882e7421842cc00b1071ce34742ebf2e4e51c19c8caea1ab13,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_other_8_direct_cost,RR_Budget_3_0.BudgetSummary.CumulativeOther8DirectCost,15. Other 8,calculation,,,question:sha256:a0f554e655f16af273daf2c751c225e5a7e1a9b94ba337d95cc1a918e85b33f6,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_other_9_direct_cost,RR_Budget_3_0.BudgetSummary.CumulativeOther9DirectCost,16. Other 9,calculation,,,question:sha256:e7f6e5ae53d3361c6748fa217d00be51184ff88fc755a45bc6638d56a3cb293f,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_other_trainee_cost,RR_Budget_3_0.BudgetSummary.CumulativeOtherTraineeCost,5. Other,calculation,,,question:sha256:fedb76773be76e4bc28650ea638eae09d75898cd0f819164414049fdd2ea962b,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_publication_costs,RR_Budget_3_0.BudgetSummary.CumulativePublicationCosts,2. Publication Costs,calculation,,,question:sha256:c6beeaec4f660a0d04db7c4875d56a00585cff83a59bc2330901534fb80ed9b9,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_subaward_consortium_contractual_costs,RR_Budget_3_0.BudgetSummary.CumulativeSubawardConsortiumContractualCosts,5. Subawards/Consortium/Contractual Costs,calculation,,,question:sha256:e43b96d92bf3e372860353ff9398f6d9a4f034da7df601a23fb521dc80f51c30,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_total_costs_fee,RR_Budget_3_0.BudgetSummary.CumulativeTotalCostsFee,"Section K, Total Costs and Fee (I + J)",calculation,,,question:sha256:43f5a2aa43ec002564e2d55b2216a0c67512dbf17503cbda5bbc9e2b41399648,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_total_funds_requested_direct_costs,RR_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedDirectCosts,"Section G, Direct Costs (A thru F)",calculation,,,question:sha256:d2997bbc17ff7eed0832783ea25d36b177a6f4e1fb2cfb29a8e83aa567cceacb,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_total_funds_requested_direct_indirect_costs,RR_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedDirectIndirectCosts,"Section I, Total Direct and Indirect Costs (G + H)",calculation,,,question:sha256:1ff24e00558b06465d04236b271eced3a816197d464a59bfab8de0473709f48e,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_total_funds_requested_equipment,RR_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedEquipment,"Section C, Equipment",calculation,,,question:sha256:a5afe4afeaceaba37a6366f54759302bb6a18d025d0e92df090755d1565cbdca,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_total_funds_requested_indirect_cost,RR_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedIndirectCost,"Section H, Indirect Costs",calculation,,,question:sha256:de50fc26adb1ac8168e27e5be583532a67b2659b3335f000a24019c7deed59cf,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_total_funds_requested_other_direct_costs,RR_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedOtherDirectCosts,"Section F, Other Direct Costs",calculation,,,question:sha256:6917091397c702155bd6f4965d84d034e9c47cc7230be72c0a6f5b0ddd359baf,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_total_funds_requested_other_personnel,RR_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedOtherPersonnel,"Section B, Other Personnel",calculation,,,question:sha256:886d3301cec5c016a25abcf1fb8bdbb1dedb734d7f203d315988743de46940e5,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_total_funds_requested_personnel,RR_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedPersonnel,"Total Salary, Wages and Fringe Benefits (A + B)",calculation,,,question:sha256:4c5634aaf835e0b03d11be232701abe0373768d9371d82f6606a6ff985f99ea5,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_total_funds_requested_senior_key_person,RR_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedSeniorKeyPerson,"Section A, Senior/Key Person",calculation,,,question:sha256:1ab25bfd77c7ca7e535fd2582a158f5d3585f74819db68d33512e8a45dcaea63,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_total_funds_requested_trainee_costs,RR_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedTraineeCosts,"Section E, Participant/Trainee Support Costs",calculation,,,question:sha256:17a0d32fd88055f73d87538dd8144996b529354ad30a0c087936b904442cacbf,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_total_funds_requested_travel,RR_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedTravel,"Section D, Travel",calculation,,,question:sha256:3ff91a3d6a4b82724b79282ad804c0247459bcb533ad1e36d2678e2fe514f693,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_total_no_other_personnel,RR_Budget_3_0.BudgetSummary.CumulativeTotalNoOtherPersonnel,Total Number Other Personnel,calculation,,,question:sha256:41b609be0496a9549327ab274b87a3385c213d7a9c3fb6bacb50cf7ff55c518a,unmapped,,,,integer,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_trainee_stipends,RR_Budget_3_0.BudgetSummary.CumulativeTraineeStipends,2. Stipends,calculation,,,question:sha256:c33af90c01304442853575d7c59eb11ec1ba3c584e3aaaeb71ac03e935a324ae,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_trainee_subsistence,RR_Budget_3_0.BudgetSummary.CumulativeTraineeSubsistence,4. Subsistence,calculation,,,question:sha256:34105aa3d8a5000576a4d9b93e0ab3f0cb81b92f65a1947d14d8dafef421891f,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_trainee_travel,RR_Budget_3_0.BudgetSummary.CumulativeTraineeTravel,3. Travel,calculation,,,question:sha256:b44ab7c2ef4b5eb00e095f3602b36af3501b3160a6dde46a60d2ae5e97a33edc,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
RRBudget,[Draft] Research & Related Budget,3.0,budget_summary.cumulative_trainee_tuition_fees_health_insurance,RR_Budget_3_0.BudgetSummary.CumulativeTraineeTuitionFeesHealthInsurance,1. Tuition/Fees/Health Insurance,calculation,,,question:sha256:d0921546af2c3108c3a7d23527ff31abc7e8b8e15229b86e44202edab25d5a0f,unmapped,,,,string,,,https://apply07.grants.gov/apply/forms/schemas/RR_Budget_3_0-V3.0.xsd,d474010f85819549990de65fc51292bed08ba98ac0895d0dde9513fbe855cdbc,,false
